date,province,cum_no,daily_no,cum_no_perc_pop,daily_no_perc_pop
2020-12-27,GP,274272,1768,1.807,0.012
2020-12-28,GP,276133,1861,1.82,0.012
2020-12-29,GP,278516,2383,1.835,0.016
2020-12-30,GP,282642,4126,1.862,0.027
2020-12-31,GP,287018,4376,1.891,0.029
2021-01-01,GP,291392,4374,1.92,0.029
2021-01-02,GP,295450,4058,1.947,0.027
2021-01-03,GP,298068,2618,1.964,0.017
2021-01-04,GP,301212,3144,1.985,0.021
2021-01-05,GP,304420,3208,2.006,0.021
2021-01-06,GP,310201,5781,2.044,0.038
2021-01-07,GP,315738,5537,2.08,0.036
2021-01-08,GP,322707,6969,2.126,0.046
2021-01-09,GP,328925,6218,2.167,0.041
2021-01-10,GP,333842,4917,2.2,0.032
2021-01-11,GP,338071,4229,2.228,0.028
2020-03-05,KZN,1,1,0.0,0.0
2020-03-07,KZN,1,0,0.0,0.0
2020-03-08,KZN,2,1,0.0,0.0
2020-03-09,KZN,6,4,0.0,0.0
2020-03-11,KZN,7,1,0.0,0.0
2020-03-12,KZN,8,1,0.0,0.0
2020-03-13,KZN,10,2,0.0,0.0
2020-03-14,KZN,11,1,0.0,0.0
2020-03-15,KZN,12,1,0.0,0.0
2020-03-16,KZN,12,0,0.0,0.0
2020-03-17,KZN,16,4,0.0,0.0
2020-03-18,KZN,19,3,0.0,0.0
2020-03-19,KZN,22,3,0.0,0.0
2020-03-20,KZN,23,1,0.0,0.0
2020-03-21,KZN,26,3,0.0,0.0
2020-03-22,KZN,35,9,0.0,0.0
2020-03-23,KZN,60,25,0.001,0.0
2020-03-24,KZN,80,20,0.001,0.0
2020-03-25,KZN,91,11,0.001,0.0
2020-03-26,KZN,134,43,0.001,0.0
2020-03-28,KZN,156,22,0.001,0.0
2020-03-29,KZN,167,11,0.001,0.0
2020-03-30,KZN,171,4,0.002,0.0
2020-03-31,KZN,179,8,0.002,0.0
2020-04-01,KZN,186,7,0.002,0.0
2020-04-02,KZN,206,20,0.002,0.0
2020-04-03,KZN,215,9,0.002,0.0
2020-04-04,KZN,232,17,0.002,0.0
2020-04-05,KZN,246,14,0.002,0.0
2020-04-06,KZN,257,11,0.002,0.0
2020-04-08,KZN,354,97,0.003,0.001
2020-04-09,KZN,387,33,0.003,0.0
2020-04-10,KZN,412,25,0.004,0.0
2020-04-11,KZN,418,6,0.004,0.0
2020-04-12,KZN,443,25,0.004,0.0
2020-04-13,KZN,465,22,0.004,0.0
2020-04-14,KZN,489,24,0.004,0.0
2020-04-15,KZN,519,30,0.005,0.0
2020-04-16,KZN,539,20,0.005,0.0
2020-04-17,KZN,591,52,0.005,0.0
2020-04-18,KZN,604,13,0.005,0.0
2020-04-19,KZN,617,13,0.005,0.0
2020-04-20,KZN,639,22,0.006,0.0
2020-04-21,KZN,671,32,0.006,0.0
2020-04-22,KZN,758,87,0.007,0.001
2020-04-23,KZN,807,49,0.007,0.0
2020-04-24,KZN,841,34,0.007,0.0
2020-04-25,KZN,841,0,0.007,0.0
2020-04-26,KZN,863,22,0.008,0.0
2020-04-27,KZN,902,39,0.008,0.0
2020-04-28,KZN,919,17,0.008,0.0
2020-04-29,KZN,956,37,0.008,0.0
2020-04-30,KZN,980,24,0.009,0.0
2020-05-01,KZN,1006,26,0.009,0.0
2020-05-02,KZN,1051,45,0.009,0.0
2020-05-03,KZN,1076,25,0.01,0.0
2020-05-04,KZN,1106,30,0.01,0.0
2020-05-05,KZN,1142,36,0.01,0.0
2020-05-06,KZN,1149,7,0.01,0.0
2020-05-07,KZN,1204,55,0.011,0.0
2020-05-08,KZN,1253,49,0.011,0.0
2020-05-09,KZN,1308,55,0.012,0.0
2020-05-10,KZN,1353,45,0.012,0.0
2020-05-11,KZN,1372,19,0.012,0.0
2020-05-12,KZN,1394,22,0.012,0.0
2020-05-13,KZN,1413,19,0.013,0.0
2020-05-14,KZN,1444,31,0.013,0.0
2020-05-15,KZN,1482,38,0.013,0.0
2020-05-16,KZN,1498,16,0.013,0.0
2020-05-17,KZN,1543,45,0.014,0.0
2020-05-18,KZN,1567,24,0.014,0.0
2020-05-19,KZN,1616,49,0.014,0.0
2020-05-20,KZN,1650,34,0.015,0.0
2020-05-21,KZN,1693,43,0.015,0.0
2020-05-22,KZN,1735,42,0.015,0.0
2020-05-23,KZN,1777,42,0.016,0.0
2020-05-24,KZN,1815,38,0.016,0.0
2020-05-25,KZN,1882,67,0.017,0.001
2020-05-26,KZN,1927,45,0.017,0.0
2020-05-27,KZN,2186,259,0.019,0.002
2020-05-28,KZN,2349,163,0.021,0.001
2020-05-29,KZN,2428,79,0.022,0.001
2020-05-30,KZN,2476,48,0.022,0.0
2020-05-31,KZN,2545,69,0.023,0.001
2020-06-01,KZN,2565,20,0.023,0.0
2020-06-02,KZN,2637,72,0.023,0.001
2020-06-03,KZN,2707,70,0.024,0.001
2020-06-04,KZN,2869,162,0.025,0.001
2020-06-05,KZN,2936,67,0.026,0.001
2020-06-06,KZN,3016,80,0.027,0.001
2020-06-07,KZN,3108,92,0.028,0.001
2020-06-08,KZN,3175,67,0.028,0.001
2020-06-09,KZN,3255,80,0.029,0.001
2020-06-10,KZN,3347,92,0.03,0.001
2020-06-11,KZN,3472,125,0.031,0.001
2020-06-12,KZN,3573,101,0.032,0.001
2020-06-13,KZN,3763,190,0.033,0.002
2020-06-14,KZN,3874,111,0.034,0.001
2020-06-15,KZN,3959,85,0.035,0.001
2020-06-16,KZN,4048,89,0.036,0.001
2020-06-17,KZN,4238,190,0.038,0.002
2020-06-18,KZN,4360,122,0.039,0.001
2020-06-19,KZN,4548,188,0.04,0.002
2020-06-20,KZN,4806,258,0.043,0.002
2020-06-21,KZN,5030,224,0.045,0.002
2020-06-22,KZN,5278,248,0.047,0.002
2020-06-23,KZN,5625,347,0.05,0.003
2020-06-24,KZN,6075,450,0.054,0.004
2020-06-25,KZN,6590,515,0.058,0.005
2020-06-26,KZN,7090,500,0.063,0.004
2020-06-27,KZN,7786,696,0.069,0.006
2020-06-28,KZN,8433,647,0.075,0.006
2020-06-29,KZN,9041,608,0.08,0.005
2020-06-30,KZN,9674,633,0.086,0.006
2020-07-01,KZN,10632,958,0.094,0.008
2020-07-02,KZN,11669,1037,0.103,0.009
2020-07-03,KZN,12757,1088,0.113,0.01
2020-07-04,KZN,13984,1227,0.124,0.011
2020-07-05,KZN,15146,1162,0.134,0.01
2020-07-06,KZN,15819,673,0.14,0.006
2020-07-07,KZN,16743,924,0.148,0.008
2020-07-08,KZN,17962,1219,0.159,0.011
2020-07-09,KZN,19630,1668,0.174,0.015
2020-07-10,KZN,21386,1756,0.189,0.016
2020-07-11,KZN,23753,2367,0.21,0.021
2020-07-12,KZN,25572,1819,0.227,0.016
2020-07-13,KZN,27387,1815,0.243,0.016
2020-07-14,KZN,30587,3200,0.271,0.028
2020-07-15,KZN,32939,2352,0.292,0.021
2020-07-16,KZN,35604,2665,0.315,0.024
2020-07-17,KZN,37722,2118,0.334,0.019
2020-07-18,KZN,40086,2364,0.355,0.021
2020-07-19,KZN,43215,3129,0.383,0.028
2020-07-20,KZN,45614,2399,0.404,0.021
2020-07-21,KZN,47685,2071,0.422,0.018
2020-07-22,KZN,50521,2836,0.448,0.025
2020-07-23,KZN,53406,2885,0.473,0.026
2020-07-24,KZN,57162,3756,0.506,0.033
2020-07-25,KZN,60532,3370,0.536,0.03
2020-07-26,KZN,64061,3529,0.567,0.031
2020-07-27,KZN,65982,1921,0.584,0.017
2020-07-28,KZN,68101,2119,0.603,0.019
2020-07-29,KZN,71240,3139,0.631,0.028
2020-07-30,KZN,73919,2679,0.655,0.024
2020-07-31,KZN,76706,2787,0.679,0.025
2020-08-01,KZN,79607,2901,0.705,0.026
2020-08-02,KZN,82300,2693,0.729,0.024
2020-08-03,KZN,84361,2061,0.747,0.018
2020-08-04,KZN,85986,1625,0.762,0.014
2020-08-05,KZN,87798,1812,0.778,0.016
2020-08-06,KZN,90115,2317,0.798,0.021
2020-08-07,KZN,92444,2329,0.819,0.021
2020-08-08,KZN,95648,3204,0.847,0.028
2020-08-09,KZN,98068,2420,0.869,0.021
2020-08-10,KZN,99386,1318,0.88,0.012
2020-08-11,KZN,100494,1108,0.89,0.01
2020-08-12,KZN,101499,1005,0.899,0.009
2020-08-13,KZN,102233,734,0.906,0.007
2020-08-14,KZN,103744,1511,0.919,0.013
2020-08-15,KZN,104619,875,0.927,0.008
2020-08-16,KZN,105383,764,0.933,0.007
2020-08-17,KZN,106037,654,0.939,0.006
2020-08-18,KZN,106565,528,0.944,0.005
2020-08-19,KZN,107271,706,0.95,0.006
2020-08-20,KZN,108080,809,0.957,0.007
2020-08-21,KZN,108788,708,0.964,0.006
2020-08-22,KZN,109332,544,0.968,0.005
2020-08-23,KZN,109841,509,0.973,0.005
2020-08-24,KZN,110102,261,0.975,0.002
2020-08-25,KZN,110521,419,0.979,0.004
2020-08-26,KZN,111096,575,0.984,0.005
2020-08-27,KZN,111585,489,0.988,0.004
2020-08-28,KZN,111863,278,0.991,0.002
2020-08-29,KZN,112291,428,0.995,0.004
2020-08-30,KZN,112726,435,0.999,0.004
2020-08-31,KZN,113006,280,1.001,0.002
2020-09-01,KZN,113237,231,1.003,0.002
2020-09-02,KZN,113661,424,1.007,0.004
2020-09-03,KZN,114034,373,1.01,0.003
2020-09-04,KZN,114360,326,1.013,0.003
2020-09-05,KZN,114646,286,1.016,0.003
2020-09-06,KZN,114824,178,1.017,0.002
2020-09-07,KZN,114904,80,1.018,0.001
2020-09-08,KZN,115081,177,1.019,0.002
2020-09-09,KZN,115372,291,1.022,0.003
2020-09-10,KZN,115658,286,1.025,0.003
2020-09-11,KZN,115939,281,1.027,0.002
2020-09-12,KZN,116167,228,1.029,0.002
2020-09-13,KZN,116389,222,1.031,0.002
2020-09-14,KZN,116513,124,1.032,0.001
2020-09-15,KZN,116674,161,1.034,0.001
2020-09-16,KZN,116910,236,1.036,0.002
2020-09-17,KZN,117147,237,1.038,0.002
2020-09-18,KZN,117360,213,1.04,0.002
2020-09-19,KZN,117569,209,1.041,0.002
2020-09-20,KZN,117743,174,1.043,0.002
2020-09-21,KZN,117833,90,1.044,0.001
2020-09-22,KZN,117972,139,1.045,0.001
2020-09-23,KZN,118174,202,1.047,0.002
2020-09-24,KZN,118350,176,1.048,0.002
2020-09-25,KZN,118489,139,1.05,0.001
2020-09-26,KZN,118608,119,1.051,0.001
2020-09-27,KZN,118731,123,1.052,0.001
2020-09-28,KZN,118797,66,1.052,0.001
2020-09-29,KZN,118889,92,1.053,0.001
2020-09-30,KZN,119072,183,1.055,0.002
2020-10-01,KZN,119212,140,1.056,0.001
2020-10-02,KZN,119346,134,1.057,0.001
2020-10-03,KZN,119489,143,1.058,0.001
2020-10-04,KZN,119608,119,1.06,0.001
2020-10-05,KZN,119694,86,1.06,0.001
2020-10-06,KZN,119769,75,1.061,0.001
2020-10-07,KZN,119930,161,1.062,0.001
2020-10-08,KZN,120044,114,1.063,0.001
2020-10-09,KZN,120160,116,1.064,0.001
2020-10-10,KZN,120295,135,1.066,0.001
2020-10-11,KZN,120418,123,1.067,0.001
2020-10-12,KZN,120477,59,1.067,0.001
2020-10-13,KZN,120566,89,1.068,0.001
2020-10-14,KZN,120720,154,1.069,0.001
2020-10-15,KZN,120859,139,1.071,0.001
2020-10-16,KZN,121049,190,1.072,0.002
2020-10-17,KZN,121174,125,1.073,0.001
2020-10-18,KZN,121344,170,1.075,0.002
2020-10-19,KZN,121436,92,1.076,0.001
2020-10-20,KZN,121528,92,1.077,0.001
2020-10-21,KZN,121647,119,1.078,0.001
2020-10-22,KZN,121802,155,1.079,0.001
2020-10-23,KZN,121970,168,1.08,0.001
2020-10-24,KZN,122138,168,1.082,0.001
2020-10-25,KZN,122263,125,1.083,0.001
2020-10-26,KZN,122342,79,1.084,0.001
2020-10-27,KZN,122447,105,1.085,0.001
2020-10-28,KZN,122624,177,1.086,0.002
2020-10-29,KZN,122807,183,1.088,0.002
2020-10-30,KZN,122954,147,1.089,0.001
2020-10-31,KZN,123124,170,1.091,0.002
2020-11-01,KZN,123257,133,1.092,0.001
2020-11-02,KZN,123310,53,1.092,0.0
2020-11-03,KZN,123387,77,1.093,0.001
2020-11-04,KZN,123497,110,1.094,0.001
2020-11-05,KZN,123617,120,1.095,0.001
2020-11-06,KZN,123737,120,1.096,0.001
2020-11-07,KZN,123886,149,1.097,0.001
2020-11-08,KZN,124011,125,1.099,0.001
2020-11-09,KZN,124094,83,1.099,0.001
2020-11-10,KZN,124196,102,1.1,0.001
2020-11-11,KZN,124325,129,1.101,0.001
2020-11-12,KZN,124453,128,1.102,0.001
2020-11-13,KZN,124592,139,1.104,0.001
2020-11-14,KZN,124774,182,1.105,0.002
2020-11-15,KZN,124897,123,1.106,0.001
2020-11-16,KZN,124958,61,1.107,0.001
2020-11-17,KZN,125102,144,1.108,0.001
2020-11-18,KZN,125282,180,1.11,0.002
2020-11-19,KZN,125438,156,1.111,0.001
2020-11-20,KZN,125721,283,1.114,0.003
2020-11-21,KZN,125901,180,1.115,0.002
2020-11-22,KZN,126034,133,1.116,0.001
2020-11-23,KZN,126130,96,1.117,0.001
2020-11-24,KZN,126290,160,1.119,0.001
2020-11-25,KZN,126635,345,1.122,0.003
2020-11-26,KZN,126866,231,1.124,0.002
2020-11-27,KZN,127219,353,1.127,0.003
2020-11-28,KZN,127506,287,1.129,0.003
2020-11-29,KZN,127670,164,1.131,0.001
2020-11-30,KZN,127842,172,1.132,0.002
2020-12-01,KZN,128152,310,1.135,0.003
2020-12-02,KZN,128697,545,1.14,0.005
2020-12-03,KZN,129276,579,1.145,0.005
2020-12-04,KZN,129889,613,1.151,0.005
2020-12-05,KZN,130560,671,1.157,0.006
2020-12-06,KZN,131350,790,1.164,0.007
2020-12-07,KZN,131725,375,1.167,0.003
2020-12-08,KZN,132607,882,1.175,0.008
2020-12-09,KZN,134184,1577,1.189,0.014
2020-12-10,KZN,135853,1669,1.203,0.015
2020-12-11,KZN,137752,1899,1.22,0.017
2020-12-12,KZN,139366,1614,1.235,0.014
2020-12-13,KZN,141372,2006,1.252,0.018
2020-12-14,KZN,142924,1552,1.266,0.014
2020-12-15,KZN,144076,1152,1.276,0.01
2020-12-16,KZN,146819,2743,1.301,0.024
2020-12-17,KZN,149182,2363,1.321,0.021
2020-12-18,KZN,151622,2440,1.343,0.022
2020-12-19,KZN,154535,2913,1.369,0.026
2020-12-20,KZN,157432,2897,1.395,0.026
2020-12-21,KZN,160261,2829,1.42,0.025
2020-12-22,KZN,162680,2419,1.441,0.021
2020-12-23,KZN,166877,4197,1.478,0.037
2020-12-24,KZN,171455,4578,1.519,0.041
2020-12-25,KZN,176131,4676,1.56,0.041
2020-12-26,KZN,180250,4119,1.597,0.036
2020-12-27,KZN,183653,3403,1.627,0.03
2020-12-28,KZN,185946,2293,1.647,0.02
2020-12-29,KZN,188782,2836,1.672,0.025
2020-12-30,KZN,194629,5847,1.724,0.052
2020-12-31,KZN,199983,5354,1.771,0.047
2021-01-01,KZN,204959,4976,1.816,0.044
2021-01-02,KZN,209691,4732,1.857,0.042
2021-01-03,KZN,213473,3782,1.891,0.034
2021-01-04,KZN,217432,3959,1.926,0.035
2021-01-05,KZN,223487,6055,1.98,0.054
2021-01-06,KZN,230283,6796,2.04,0.06
2021-01-07,KZN,236177,5894,2.092,0.052
2021-01-08,KZN,241740,5563,2.141,0.049
2021-01-09,KZN,247647,5907,2.194,0.052
2021-01-10,KZN,252115,4468,2.233,0.04
2021-01-11,KZN,255819,3704,2.266,0.033
2020-03-05,LP,0,0,0.0,0.0
2020-03-07,LP,0,0,0.0,0.0
2020-03-08,LP,0,0,0.0,0.0
2020-03-09,LP,0,0,0.0,0.0
2020-03-11,LP,0,0,0.0,0.0
2020-03-12,LP,0,0,0.0,0.0
2020-03-13,LP,0,0,0.0,0.0
2020-03-14,LP,0,0,0.0,0.0
2020-03-15,LP,0,0,0.0,0.0
2020-03-16,LP,1,1,0.0,0.0
2020-03-17,LP,1,0,0.0,0.0
2020-03-18,LP,1,0,0.0,0.0
2020-03-19,LP,1,0,0.0,0.0
2020-03-20,LP,1,0,0.0,0.0
2020-03-21,LP,1,0,0.0,0.0
2020-03-22,LP,2,1,0.0,0.0
2020-03-23,LP,4,2,0.0,0.0
2020-03-24,LP,4,0,0.0,0.0
2020-03-25,LP,4,0,0.0,0.0
2020-03-26,LP,6,2,0.0,0.0
2020-03-28,LP,11,5,0.0,0.0
2020-03-29,LP,12,1,0.0,0.0
2020-03-30,LP,11,-1,0.0,-0.0
2020-03-31,LP,14,3,0.0,0.0
2020-04-01,LP,14,0,0.0,0.0
2020-04-02,LP,16,2,0.0,0.0
2020-04-03,LP,16,0,0.0,0.0
2020-04-04,LP,18,2,0.0,0.0
2020-04-05,LP,19,1,0.0,0.0
2020-04-06,LP,19,0,0.0,0.0
2020-04-08,LP,21,2,0.0,0.0
2020-04-09,LP,22,1,0.0,0.0
2020-04-10,LP,24,2,0.0,0.0
2020-04-11,LP,23,-1,0.0,-0.0
2020-04-12,LP,23,0,0.0,0.0
2020-04-13,LP,23,0,0.0,0.0
2020-04-14,LP,24,1,0.0,0.0
2020-04-15,LP,25,1,0.0,0.0
2020-04-16,LP,26,1,0.0,0.0
2020-04-17,LP,26,0,0.0,0.0
2020-04-18,LP,26,0,0.0,0.0
2020-04-19,LP,27,1,0.0,0.0
2020-04-20,LP,27,0,0.0,0.0
2020-04-21,LP,27,0,0.0,0.0
2020-04-22,LP,27,0,0.0,0.0
2020-04-23,LP,27,0,0.0,0.0
2020-04-24,LP,29,2,0.0,0.0
2020-04-25,LP,30,1,0.001,0.0
2020-04-26,LP,31,1,0.001,0.0
2020-04-27,LP,31,0,0.001,0.0
2020-04-28,LP,31,0,0.001,0.0
2020-04-29,LP,31,0,0.001,0.0
2020-04-30,LP,32,1,0.001,0.0
2020-05-01,LP,34,2,0.001,0.0
2020-05-02,LP,36,2,0.001,0.0
2020-05-03,LP,37,1,0.001,0.0
2020-05-04,LP,39,2,0.001,0.0
2020-05-05,LP,40,1,0.001,0.0
2020-05-06,LP,40,0,0.001,0.0
2020-05-07,LP,41,1,0.001,0.0
2020-05-08,LP,43,2,0.001,0.0
2020-05-09,LP,51,8,0.001,0.0
2020-05-10,LP,54,3,0.001,0.0
2020-05-11,LP,54,0,0.001,0.0
2020-05-12,LP,54,0,0.001,0.0
2020-05-13,LP,54,0,0.001,0.0
2020-05-14,LP,55,1,0.001,0.0
2020-05-15,LP,57,2,0.001,0.0
2020-05-16,LP,59,2,0.001,0.0
2020-05-17,LP,77,18,0.001,0.0
2020-05-18,LP,88,11,0.001,0.0
2020-05-19,LP,94,6,0.002,0.0
2020-05-20,LP,93,-1,0.002,-0.0
2020-05-21,LP,121,28,0.002,0.0
2020-05-22,LP,120,-1,0.002,-0.0
2020-05-23,LP,124,4,0.002,0.0
2020-05-24,LP,128,4,0.002,0.0
2020-05-25,LP,132,4,0.002,0.0
2020-05-26,LP,132,0,0.002,0.0
2020-05-27,LP,141,9,0.002,0.0
2020-05-28,LP,144,3,0.002,0.0
2020-05-29,LP,170,26,0.003,0.0
2020-05-30,LP,173,3,0.003,0.0
2020-05-31,LP,177,4,0.003,0.0
2020-06-01,LP,192,15,0.003,0.0
2020-06-02,LP,193,1,0.003,0.0
2020-06-03,LP,200,7,0.003,0.0
2020-06-04,LP,206,6,0.003,0.0
2020-06-05,LP,215,9,0.004,0.0
2020-06-06,LP,216,1,0.004,0.0
2020-06-07,LP,227,11,0.004,0.0
2020-06-08,LP,244,17,0.004,0.0
2020-06-09,LP,253,9,0.004,0.0
2020-06-10,LP,257,4,0.004,0.0
2020-06-11,LP,267,10,0.004,0.0
2020-06-12,LP,288,21,0.005,0.0
2020-06-13,LP,309,21,0.005,0.0
2020-06-14,LP,326,17,0.005,0.0
2020-06-15,LP,362,36,0.006,0.001
2020-06-16,LP,391,29,0.007,0.0
2020-06-17,LP,416,25,0.007,0.0
2020-06-18,LP,489,73,0.008,0.001
2020-06-19,LP,503,14,0.008,0.0
2020-06-20,LP,521,18,0.009,0.0
2020-06-21,LP,564,43,0.009,0.001
2020-06-22,LP,582,18,0.01,0.0
2020-06-23,LP,622,40,0.01,0.001
2020-06-24,LP,670,48,0.011,0.001
2020-06-25,LP,730,60,0.012,0.001
2020-06-26,LP,798,68,0.013,0.001
2020-06-27,LP,862,64,0.014,0.001
2020-06-28,LP,935,73,0.016,0.001
2020-06-29,LP,1011,76,0.017,0.001
2020-06-30,LP,1131,120,0.019,0.002
2020-07-01,LP,1175,44,0.02,0.001
2020-07-02,LP,1286,111,0.021,0.002
2020-07-03,LP,1408,122,0.024,0.002
2020-07-04,LP,1559,151,0.026,0.003
2020-07-05,LP,1706,147,0.029,0.002
2020-07-06,LP,1785,79,0.03,0.001
2020-07-07,LP,1950,165,0.033,0.003
2020-07-08,LP,2131,181,0.036,0.003
2020-07-09,LP,2381,250,0.04,0.004
2020-07-10,LP,2579,198,0.043,0.003
2020-07-11,LP,2835,256,0.047,0.004
2020-07-12,LP,3014,179,0.05,0.003
2020-07-13,LP,3316,302,0.055,0.005
2020-07-14,LP,3458,142,0.058,0.002
2020-07-15,LP,3645,187,0.061,0.003
2020-07-16,LP,3883,238,0.065,0.004
2020-07-17,LP,4160,277,0.07,0.005
2020-07-18,LP,4490,330,0.075,0.006
2020-07-19,LP,4928,438,0.082,0.007
2020-07-20,LP,5156,228,0.086,0.004
2020-07-21,LP,5355,199,0.09,0.003
2020-07-22,LP,5712,357,0.095,0.006
2020-07-23,LP,6068,356,0.101,0.006
2020-07-24,LP,6394,326,0.107,0.005
2020-07-25,LP,6732,338,0.113,0.006
2020-07-26,LP,7076,344,0.118,0.006
2020-07-27,LP,7260,184,0.121,0.003
2020-07-28,LP,7502,242,0.125,0.004
2020-07-29,LP,7840,338,0.131,0.006
2020-07-30,LP,8240,400,0.138,0.007
2020-07-31,LP,8565,325,0.143,0.005
2020-08-01,LP,8879,314,0.148,0.005
2020-08-02,LP,9044,165,0.151,0.003
2020-08-03,LP,9204,160,0.154,0.003
2020-08-04,LP,9389,185,0.157,0.003
2020-08-05,LP,9625,236,0.161,0.004
2020-08-06,LP,9873,248,0.165,0.004
2020-08-07,LP,10138,265,0.169,0.004
2020-08-08,LP,10345,207,0.173,0.003
2020-08-09,LP,10546,201,0.176,0.003
2020-08-10,LP,10711,165,0.179,0.003
2020-08-11,LP,10807,96,0.181,0.002
2020-08-12,LP,10875,68,0.182,0.001
2020-08-13,LP,11019,144,0.184,0.002
2020-08-14,LP,11214,195,0.187,0.003
2020-08-15,LP,11445,231,0.191,0.004
2020-08-16,LP,11573,128,0.193,0.002
2020-08-17,LP,11757,184,0.197,0.003
2020-08-18,LP,11813,56,0.197,0.001
2020-08-19,LP,11944,131,0.2,0.002
2020-08-20,LP,12086,142,0.202,0.002
2020-08-21,LP,12281,195,0.205,0.003
2020-08-22,LP,12389,108,0.207,0.002
2020-08-23,LP,12563,174,0.21,0.003
2020-08-24,LP,12643,80,0.211,0.001
2020-08-25,LP,12703,60,0.212,0.001
2020-08-26,LP,12795,92,0.214,0.002
2020-08-27,LP,12867,72,0.215,0.001
2020-08-28,LP,12960,93,0.217,0.002
2020-08-29,LP,13039,79,0.218,0.001
2020-08-30,LP,13167,128,0.22,0.002
2020-08-31,LP,13265,98,0.222,0.002
2020-09-01,LP,13301,36,0.222,0.001
2020-09-02,LP,13400,99,0.224,0.002
2020-09-03,LP,13488,88,0.225,0.001
2020-09-04,LP,13596,108,0.227,0.002
2020-09-05,LP,13665,69,0.228,0.001
2020-09-06,LP,13734,69,0.23,0.001
2020-09-07,LP,13769,35,0.23,0.001
2020-09-08,LP,13797,28,0.231,0.0
2020-09-09,LP,13900,103,0.232,0.002
2020-09-10,LP,13979,79,0.234,0.001
2020-09-11,LP,14059,80,0.235,0.001
2020-09-12,LP,14113,54,0.236,0.001
2020-09-13,LP,14183,70,0.237,0.001
2020-09-14,LP,14216,33,0.238,0.001
2020-09-15,LP,14263,47,0.238,0.001
2020-09-16,LP,14364,101,0.24,0.002
2020-09-17,LP,14444,80,0.241,0.001
2020-09-18,LP,14557,113,0.243,0.002
2020-09-19,LP,14658,101,0.245,0.002
2020-09-20,LP,14703,45,0.246,0.001
2020-09-21,LP,14721,18,0.246,0.0
2020-09-22,LP,14777,56,0.247,0.001
2020-09-23,LP,14906,129,0.249,0.002
2020-09-24,LP,15003,97,0.251,0.002
2020-09-25,LP,15139,136,0.253,0.002
2020-09-26,LP,15191,52,0.254,0.001
2020-09-27,LP,15270,79,0.255,0.001
2020-09-28,LP,15309,39,0.256,0.001
2020-09-29,LP,15343,34,0.256,0.001
2020-09-30,LP,15427,84,0.258,0.001
2020-10-01,LP,15521,94,0.259,0.002
2020-10-02,LP,15642,121,0.261,0.002
2020-10-03,LP,15726,84,0.263,0.001
2020-10-04,LP,15803,77,0.264,0.001
2020-10-05,LP,15837,34,0.265,0.001
2020-10-06,LP,15880,43,0.265,0.001
2020-10-07,LP,15950,70,0.267,0.001
2020-10-08,LP,16054,104,0.268,0.002
2020-10-09,LP,16133,79,0.27,0.001
2020-10-10,LP,16233,100,0.271,0.002
2020-10-11,LP,16326,93,0.273,0.002
2020-10-12,LP,16346,20,0.273,0.0
2020-10-13,LP,16384,38,0.274,0.001
2020-10-14,LP,16472,88,0.275,0.001
2020-10-15,LP,16547,75,0.277,0.001
2020-10-16,LP,16623,76,0.278,0.001
2020-10-17,LP,16700,77,0.279,0.001
2020-10-18,LP,16777,77,0.28,0.001
2020-10-19,LP,16849,72,0.282,0.001
2020-10-20,LP,16878,29,0.282,0.0
2020-10-21,LP,16956,78,0.283,0.001
2020-10-22,LP,17018,62,0.284,0.001
2020-10-23,LP,17098,80,0.286,0.001
2020-10-24,LP,17173,75,0.287,0.001
2020-10-25,LP,17215,42,0.288,0.001
2020-10-26,LP,17234,19,0.288,0.0
2020-10-27,LP,17277,43,0.289,0.001
2020-10-28,LP,17374,97,0.29,0.002
2020-10-29,LP,17439,65,0.291,0.001
2020-10-30,LP,17497,58,0.292,0.001
2020-10-31,LP,17583,86,0.294,0.001
2020-11-01,LP,17624,41,0.295,0.001
2020-11-02,LP,17650,26,0.295,0.0
2020-11-03,LP,17681,31,0.296,0.001
2020-11-04,LP,17739,58,0.297,0.001
2020-11-05,LP,17784,45,0.297,0.001
2020-11-06,LP,17843,59,0.298,0.001
2020-11-07,LP,17892,49,0.299,0.001
2020-11-08,LP,17930,38,0.3,0.001
2020-11-09,LP,17945,15,0.3,0.0
2020-11-10,LP,17968,23,0.3,0.0
2020-11-11,LP,18016,48,0.301,0.001
2020-11-12,LP,18063,47,0.302,0.001
2020-11-13,LP,18109,46,0.303,0.001
2020-11-14,LP,18170,61,0.304,0.001
2020-11-15,LP,18220,50,0.305,0.001
2020-11-16,LP,18235,15,0.305,0.0
2020-11-17,LP,18243,8,0.305,0.0
2020-11-18,LP,18276,33,0.305,0.001
2020-11-19,LP,18303,27,0.306,0.0
2020-11-20,LP,18347,44,0.307,0.001
2020-11-21,LP,18372,25,0.307,0.0
2020-11-22,LP,18399,27,0.308,0.0
2020-11-23,LP,18408,9,0.308,0.0
2020-11-24,LP,18420,12,0.308,0.0
2020-11-25,LP,18439,19,0.308,0.0
2020-11-26,LP,18477,38,0.309,0.001
2020-11-27,LP,18520,43,0.31,0.001
2020-11-28,LP,18550,30,0.31,0.001
2020-11-29,LP,18573,23,0.31,0.0
2020-11-30,LP,18584,11,0.311,0.0
2020-12-01,LP,18624,40,0.311,0.001
2020-12-02,LP,18689,65,0.312,0.001
2020-12-03,LP,18724,35,0.313,0.001
2020-12-04,LP,18763,39,0.314,0.001
