date,confirmed,tests,deaths,recovered,active,confirmed_div_by_tests,deaths_div_by_confirmed,recovered_div_by_confirmed,confirmed_per_mil,tests_per_mil,deaths_per_mil,recovered_per_mil,active_per_mil
2020-12-01,792299,5383078,21644,716444,54211,0.147,0.027,0.904,13384.4,90936.95,365.63,12102.97,915.79
2020-12-02,796472,5383078,21709,716444,58319,0.148,0.027,0.9,13454.89,90936.95,366.73,12102.97,985.19
2020-12-03,800872,5500669,21803,739367,39702,0.146,0.027,0.923,13529.22,92923.42,368.32,12490.21,670.69
2020-12-04,805804,5534084,21963,740450,43391,0.146,0.027,0.919,13612.54,93487.91,371.02,12508.51,733.01
2020-12-05,810449,5565928,22067,744298,44084,0.146,0.027,0.918,13691.01,94025.85,372.78,12573.51,744.72
2020-12-06,814565,5592663,22206,744780,47579,0.146,0.027,0.914,13760.54,94477.49,375.13,12581.65,803.76
2020-12-07,817878,5611915,22249,745750,49879,0.146,0.027,0.912,13816.51,94802.72,375.85,12598.04,842.61
2020-12-08,821889,5640042,22432,753072,46385,0.146,0.027,0.916,13884.26,95277.87,378.95,12721.73,783.59
2020-12-09,828598,5690263,22574,754658,51366,0.146,0.027,0.911,13997.6,96126.26,381.35,12748.52,867.73
2020-12-10,836764,5735470,22747,756671,57346,0.146,0.027,0.904,14135.55,96889.94,384.27,12782.53,968.75
2020-12-11,845083,5779544,22952,758373,63758,0.146,0.027,0.897,14276.08,97634.49,387.73,12811.28,1077.07
2020-12-12,852965,5819755,23106,760118,69741,0.147,0.027,0.891,14409.23,98313.78,390.33,12840.76,1178.14
2020-12-13,860964,5859178,23276,761011,76677,0.147,0.027,0.884,14544.36,98979.76,393.2,12855.84,1295.31
2020-12-14,866127,5884227,23451,762746,79930,0.147,0.027,0.881,14631.58,99402.91,396.16,12885.15,1350.27
2020-12-15,873679,5920574,23661,764977,85041,0.148,0.027,0.876,14759.16,100016.93,399.71,12922.84,1436.61
2020-12-16,883687,5968692,23827,774585,85275,0.148,0.027,0.877,14928.22,100829.79,402.51,13085.15,1440.56
