tot_infected,change_infected,tot_deaths,change_deaths,tot_tested,change_tested,tot_recoveries,change_recoveries,datetime_updated
670 766,1 268,16 398,22,4 143 466,15 028,603 721,1 903,08:00 29 September 2020
